BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_191,674071,2025-02,Student,104010303,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",5429,339.69,244,75.82,879,54.44,172.27,45.91,38.23,54.92,4.28,1.47,0.33,5.42,0.0,36
Bank_192,549863,2025-02,Student,104010304,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,03 - 60-89 DPD,04 - Not available,7035,315.18,243,142.04,559,145.27,27.87,61.87,67.7,83.67,3.82,0.48,1.39,2.91,0.0,65
Bank_193,122971,2025-02,Student,104010401,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,8836,127.17,343,247.77,986,83.64,194.31,9.05,77.39,89.33,4.42,1.73,1.48,4.67,0.0,30
Bank_194,649281,2025-02,Student,104010402,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,5805,245.07,181,163.42,445,170.09,58.79,76.02,21.92,61.53,2.85,1.2,0.71,3.34,0.0,52
Bank_195,997139,2025-02,Student,104010403,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",8781,447.85,70,65.71,77,153.24,99.9,44.99,47.14,60.66,4.2,1.45,0.92,4.73,0.0,48
Bank_196,914981,2025-02,Student,104010404,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,04 - 90-119 DPD,04 - Not available,2154,210.58,378,84.12,312,6.41,124.12,78.45,47.59,93.92,0.74,0.85,1.37,0.22,0.46,69
Bank_197,721775,2025-02,Student,104010501,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,8604,161.98,119,90.3,304,57.51,65.07,32.76,95.2,28.15,3.85,0.28,1.3,2.83,0.0,71
Bank_198,340811,2025-02,Student,104010502,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,2751,408.31,297,39.85,846,114.75,191.67,66.07,13.76,68.89,4.97,0.58,0.53,5.02,0.0,14
Bank_199,950555,2025-02,Student,104010503,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",5867,404.73,188,40.81,221,188.97,48.48,80.05,72.04,69.52,1.55,1.86,0.99,2.42,0.0,45
Bank_200,329897,2025-02,Student,104010504,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - <=660,05 - 120+ DPD,04 - Not available,5166,199.08,329,220.76,688,39.88,28.51,16.25,85.59,80.06,4.77,1.28,0.43,5.62,0.0,46
Bank_201,720413,2025-02,Student,104020101,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,9038,396.13,430,50.92,481,195.6,189.26,79.74,58.05,45.75,3.39,0.92,0.88,3.43,-0.0,17
Bank_202,355199,2025-02,Student,104020102,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,7295,168.49,191,116.95,107,154.95,198.73,11.65,45.81,32.83,3.69,1.48,0.35,4.82,0.0,27
Bank_203,733569,2025-02,Student,104020103,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",7500,352.94,196,126.05,12,198.91,16.38,61.03,27.47,91.52,1.41,1.56,1.24,1.73,0.12,26
Bank_204,937044,2025-02,Student,104020104,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,6790,252.03,298,116.31,328,150.5,71.27,30.83,47.32,26.87,1.49,0.59,0.45,1.63,-0.0,26
Bank_205,546956,2025-02,Student,104020201,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,5209,454.91,261,248.03,395,162.21,91.65,12.97,85.2,90.74,4.19,0.78,0.18,4.79,-0.0,35
Bank_206,735294,2025-02,Student,104020202,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,4724,138.06,146,64.92,222,9.8,57.98,39.34,51.34,51.99,2.21,0.92,0.29,2.84,0.0,34
Bank_207,917404,2025-02,Student,104020203,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",1637,135.79,195,130.29,307,189.82,157.88,69.55,61.53,53.77,0.74,0.24,1.43,-0.45,-0.0,45
Bank_208,686734,2025-02,Student,104020204,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,02 - 30-59 DPD,04 - Not available,5045,408.41,498,255.53,254,114.11,35.62,66.22,82.58,89.83,2.28,0.92,1.08,2.12,0.0,26
Bank_209,486290,2025-02,Student,104020301,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,1423,67.72,105,295.72,784,158.01,28.16,50.09,98.2,26.33,4.19,1.83,0.26,5.76,-0.0,32
Bank_210,134410,2025-02,Student,104020302,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,4346,403.82,489,101.1,457,55.99,136.82,86.09,30.63,65.84,2.66,1.06,0.41,3.31,0.18,50
Bank_211,489772,2025-02,Student,104020303,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",5375,325.21,135,118.8,457,45.06,194.85,50.95,16.93,80.04,4.19,1.98,0.6,5.57,0.0,63
Bank_212,537479,2025-02,Student,104020304,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,03 - 60-89 DPD,04 - Not available,5249,93.32,250,232.52,86,82.82,146.21,13.62,73.43,84.02,3.69,1.69,1.08,4.3,0.0,40
Bank_213,785933,2025-02,Student,104020401,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,9744,112.79,389,115.31,856,105.46,131.08,16.96,89.93,19.47,0.59,0.13,0.53,0.19,0.0,31
Bank_214,568242,2025-02,Student,104020402,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,4132,372.73,410,146.52,601,130.94,117.12,82.28,65.69,41.03,2.35,1.49,0.78,3.06,0.0,69
Bank_215,822549,2025-02,Student,104020403,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",4114,279.52,105,244.56,403,171.32,173.76,98.01,84.48,25.0,3.26,1.0,0.73,3.53,0.0,64
Bank_216,922220,2025-02,Student,104020404,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,04 - 90-119 DPD,04 - Not available,7420,251.49,415,82.0,566,46.52,110.96,80.94,48.23,96.6,2.3,0.65,1.03,1.92,0.0,67
Bank_217,566710,2025-02,Student,104020501,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,1418,430.26,406,85.34,612,28.07,47.65,99.14,88.52,22.59,0.91,1.32,0.4,1.83,-0.63,69
Bank_218,664514,2025-02,Student,104020502,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,1886,445.98,81,251.75,469,70.93,137.44,14.98,40.09,64.75,4.92,0.82,0.24,5.5,0.0,13
Bank_219,627067,2025-02,Student,104020503,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",3816,493.01,222,119.38,21,71.6,140.78,41.91,28.35,22.29,4.56,0.67,0.66,4.57,0.0,50
Bank_220,548531,2025-02,Student,104020504,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,XX - >660,05 - 120+ DPD,04 - Not available,7586,318.61,321,235.19,508,66.48,14.95,48.79,15.85,50.04,4.76,0.41,0.14,5.03,0.0,72
Bank_221,515419,2025-02,Student,104030101,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,9548,177.4,318,144.41,442,118.45,190.96,38.39,9.61,50.86,2.94,1.36,1.36,2.94,0.0,43
Bank_222,244579,2025-02,Student,104030102,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,6097,449.19,255,135.35,618,54.4,118.76,53.38,40.62,74.51,1.05,0.24,1.13,0.16,-0.0,19
Bank_223,461936,2025-02,Student,104030103,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",1042,109.73,273,111.16,798,15.77,113.25,25.57,71.71,74.51,3.07,0.26,0.26,3.07,-0.0,50
Bank_224,459011,2025-02,Student,104030104,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,01 - Current & 1-29 DPD,04 - Not available,9942,442.7,66,105.61,253,149.77,168.12,95.02,75.23,83.75,3.74,0.1,1.36,2.48,0.3,72
Bank_225,289570,2025-02,Student,104030201,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,6285,149.37,65,46.99,178,93.73,156.34,64.34,98.42,81.62,3.24,0.28,1.11,2.41,0.0,68
Bank_226,250254,2025-02,Student,104030202,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,02 - Graduate / Professional,5762,252.16,117,249.89,178,126.4,197.05,28.94,75.2,54.18,4.37,1.27,0.76,4.88,-0.0,70
Bank_227,606316,2025-02,Student,104030203,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",7645,213.15,457,289.27,399,132.01,54.05,89.24,47.63,79.09,1.71,1.77,0.13,3.35,0.0,68
Bank_228,574073,2025-02,Student,104030204,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,02 - 30-59 DPD,04 - Not available,9551,443.78,179,292.02,694,152.49,115.37,34.94,65.86,31.92,2.24,1.96,1.14,3.06,-0.0,29
Bank_229,169970,2025-02,Student,104030301,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,01 - Undergraduate - 4 year,1758,356.19,275,141.17,888,46.93,183.76,13.54,14.31,50.45,4.35,1.08,1.08,4.35,0.0,27
Bank_230,159369,2025-02,Student,104030302,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,02 - Graduate / Professional,9157,430.45,144,72.12,351,114.32,89.49,64.03,90.17,39.74,2.44,1.64,0.12,3.96,0.0,51
Bank_231,159559,2025-02,Student,104030303,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",5938,372.5,432,285.52,19,164.38,193.12,10.3,90.57,75.38,2.48,1.38,0.2,3.66,0.83,13
Bank_232,134381,2025-02,Student,104030304,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,03 - 60-89 DPD,04 - Not available,7662,316.72,107,31.15,464,185.43,175.28,66.02,19.68,12.28,3.28,0.69,0.88,3.09,0.0,66
Bank_233,666213,2025-02,Student,104030401,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,01 - Undergraduate - 4 year,5373,319.09,149,243.68,907,139.96,52.43,66.18,41.06,95.33,1.87,0.59,0.41,2.05,0.0,72
Bank_234,991743,2025-02,Student,104030402,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,02 - Graduate / Professional,2922,366.58,163,64.06,230,144.17,106.41,66.12,52.47,37.92,1.17,1.97,1.25,1.89,0.0,19
Bank_235,711594,2025-02,Student,104030403,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",6591,85.95,408,73.0,233,33.62,100.85,8.55,92.86,88.31,2.76,1.69,0.44,4.01,0.0,13
Bank_236,600057,2025-02,Student,104030404,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,04 - 90-119 DPD,04 - Not available,9423,399.45,292,58.57,865,139.71,196.63,24.19,59.87,27.34,3.05,1.65,0.71,3.99,0.0,30
Bank_237,781229,2025-02,Student,104030501,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,01 - Undergraduate - 4 year,2397,61.14,287,99.44,292,22.35,26.86,19.35,72.63,11.05,4.31,1.94,0.6,5.65,0.0,20
Bank_238,471388,2025-02,Student,104030502,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,02 - Graduate / Professional,4320,428.53,394,44.97,512,59.07,12.9,50.23,61.81,60.61,4.88,1.8,0.42,6.26,-0.57,50
Bank_239,122649,2025-02,Student,104030503,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",4195,75.13,436,249.76,675,115.13,130.55,95.78,90.33,48.1,3.34,0.62,1.2,2.76,0.0,60
Bank_240,900093,2025-02,Student,104030504,01 - Managed - Gov Guaranteed,04 - 3 years <= Age < 4 years,,05 - 120+ DPD,04 - Not available,5733,271.5,382,164.25,43,105.16,76.93,49.32,61.0,15.2,0.91,1.31,0.29,1.93,-0.0,57
Bank_241,352459,2025-02,Student,105010101,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,7189,474.2,238,24.07,237,142.97,22.94,70.46,75.12,58.72,3.51,1.06,0.84,3.73,-0.0,30
Bank_242,331804,2025-02,Student,105010102,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,02 - Graduate / Professional,3351,254.53,428,119.33,910,148.84,151.21,64.27,41.79,74.76,4.24,0.6,1.09,3.75,0.0,19
Bank_243,478709,2025-02,Student,105010103,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",1887,58.67,214,126.66,266,32.71,195.03,98.63,95.17,85.05,0.62,1.69,1.46,0.85,-0.0,35
Bank_244,750251,2025-02,Student,105010104,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,01 - Current & 1-29 DPD,04 - Not available,4851,360.33,371,28.89,732,194.76,32.53,70.77,91.77,6.93,4.17,1.32,0.5,4.99,0.0,63
Bank_245,581643,2025-02,Student,105010201,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,01 - Undergraduate - 4 year,5309,91.11,384,213.11,877,80.11,130.99,84.0,15.41,79.19,0.83,1.27,1.28,0.82,-0.96,20
Bank_246,181312,2025-02,Student,105010202,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,02 - Graduate / Professional,9588,80.02,225,113.47,279,19.12,50.41,7.56,57.25,54.46,0.75,0.92,1.05,0.62,0.0,33
Bank_247,521778,2025-02,Student,105010203,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",6447,132.68,410,187.72,97,197.86,155.27,39.51,35.39,59.33,1.18,1.73,0.85,2.06,0.0,59
Bank_248,585337,2025-02,Student,105010204,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,02 - 30-59 DPD,04 - Not available,1524,380.57,436,109.23,384,110.91,182.02,50.0,49.07,77.96,2.64,0.64,0.52,2.76,-0.0,34
Bank_249,734284,2025-02,Student,105010301,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,01 - Undergraduate - 4 year,5958,303.0,283,260.42,515,178.22,149.21,42.83,69.59,46.56,3.61,1.66,0.31,4.96,0.0,39
Bank_250,114518,2025-02,Student,105010302,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,02 - Graduate / Professional,8120,496.47,78,219.98,585,99.75,14.37,27.43,28.6,99.14,3.97,1.18,0.9,4.25,0.0,53
Bank_251,451638,2025-02,Student,105010303,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",6557,262.8,409,18.15,723,91.55,54.56,82.11,10.71,15.27,1.21,0.78,1.11,0.88,0.0,23
Bank_252,412015,2025-02,Student,105010304,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,03 - 60-89 DPD,04 - Not available,4383,250.77,248,7.25,551,162.45,77.48,40.87,12.53,5.58,3.36,1.31,1.22,3.45,0.23,37
Bank_253,589746,2025-02,Student,105010401,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,01 - Undergraduate - 4 year,2331,403.73,268,22.19,673,64.69,96.1,37.04,12.51,38.56,3.95,0.57,1.1,3.42,-0.0,34
Bank_254,959191,2025-02,Student,105010402,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,02 - Graduate / Professional,9993,250.32,387,178.25,359,6.38,59.05,53.65,6.05,29.53,4.48,1.55,0.22,5.81,-0.0,39
Bank_255,110271,2025-02,Student,105010403,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",3795,327.56,402,128.19,932,23.51,177.34,15.9,47.63,50.02,2.92,0.92,1.13,2.71,0.0,32
Bank_256,258433,2025-02,Student,105010404,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,04 - 90-119 DPD,04 - Not available,4615,78.59,271,84.76,777,39.66,85.87,20.79,54.53,8.08,1.39,0.56,0.91,1.04,0.0,14
Bank_257,250967,2025-02,Student,105010501,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,01 - Undergraduate - 4 year,2005,353.46,165,91.87,46,106.7,81.99,41.28,43.24,57.79,4.95,0.43,0.26,5.12,0.0,55
Bank_258,708704,2025-02,Student,105010502,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,02 - Graduate / Professional,5616,77.57,485,106.91,670,10.05,154.61,80.21,81.84,57.92,1.03,1.89,1.31,1.61,0.0,63
Bank_259,309556,2025-02,Student,105010503,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",7027,426.32,90,231.96,24,47.39,89.39,78.28,60.08,52.06,1.63,1.96,0.9,2.69,0.09,21
Bank_260,999491,2025-02,Student,105010504,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - <=660,05 - 120+ DPD,04 - Not available,2613,97.09,438,233.45,219,157.77,187.27,43.01,68.11,26.48,4.35,0.74,0.24,4.85,0.0,38
Bank_261,219240,2025-02,Student,105020101,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,4068,256.02,230,135.75,752,69.05,191.05,47.51,53.25,82.2,2.34,1.57,0.9,3.01,-0.0,39
Bank_262,249694,2025-02,Student,105020102,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,02 - Graduate / Professional,4558,399.44,489,177.01,236,40.18,59.45,18.98,25.09,62.54,4.85,0.34,1.34,3.85,0.0,53
Bank_263,333751,2025-02,Student,105020103,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",2533,169.97,495,67.78,781,43.47,187.66,98.78,51.11,81.14,2.43,0.21,1.43,1.21,-0.0,48
Bank_264,652354,2025-02,Student,105020104,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,01 - Current & 1-29 DPD,04 - Not available,1748,371.2,249,71.85,195,113.79,153.2,53.6,33.56,28.4,3.3,1.92,0.38,4.84,0.0,62
Bank_265,312032,2025-02,Student,105020201,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,01 - Undergraduate - 4 year,5533,477.44,182,202.3,643,34.6,37.19,75.66,32.0,34.32,0.84,0.96,1.3,0.5,0.0,25
Bank_266,110815,2025-02,Student,105020202,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,02 - Graduate / Professional,7471,229.85,407,66.28,242,30.18,184.61,23.62,74.91,92.08,2.76,0.72,0.6,2.88,-0.0,65
Bank_267,747882,2025-02,Student,105020203,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",1019,102.19,495,236.26,518,30.03,190.47,47.92,59.43,72.76,3.59,1.73,0.19,5.13,0.0,67
Bank_268,123131,2025-02,Student,105020204,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,02 - 30-59 DPD,04 - Not available,3728,107.23,230,147.62,95,169.61,134.53,89.81,55.15,55.72,4.91,1.28,0.28,5.91,0.0,41
Bank_269,237148,2025-02,Student,105020301,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,01 - Undergraduate - 4 year,1791,429.42,399,167.63,819,10.23,126.59,87.69,55.09,8.17,2.96,1.79,0.15,4.6,0.0,27
Bank_270,632036,2025-02,Student,105020302,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,02 - Graduate / Professional,5983,479.32,162,280.55,415,52.42,192.06,96.46,68.48,37.68,2.44,0.83,0.24,3.03,-0.0,15
Bank_271,223676,2025-02,Student,105020303,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,"03 - Other (e.g. community college, trade school, etc.)",2483,441.93,464,20.45,236,162.2,22.51,30.28,40.34,48.57,1.7,1.52,1.3,1.92,0.0,23
Bank_272,220291,2025-02,Student,105020304,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,03 - 60-89 DPD,04 - Not available,1256,473.1,371,65.6,341,176.24,7.31,32.03,48.51,61.51,0.91,1.08,0.74,1.25,-0.0,44
Bank_273,186044,2025-02,Student,105020401,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,01 - Undergraduate - 4 year,2755,116.14,167,169.88,989,177.16,194.28,50.87,95.53,29.54,3.9,1.27,0.37,4.8,0.85,14
Bank_274,840623,2025-02,Student,105020402,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,02 - Graduate / Professional,6436,326.08,366,165.08,957,53.4,58.13,50.15,38.33,89.8,2.66,1.16,1.05,2.77,-0.0,53
Bank_275,731117,2025-02,Student,105020403,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,"03 - Other (e.g. community college, trade school, etc.)",6283,253.88,137,261.69,784,75.97,48.17,36.36,90.16,35.02,1.52,1.7,0.72,2.5,0.0,23
Bank_276,887936,2025-02,Student,105020404,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,04 - 90-119 DPD,04 - Not available,6515,418.34,94,16.07,723,192.99,49.67,87.3,41.19,46.42,3.5,0.29,1.44,2.35,0.0,61
Bank_277,459224,2025-02,Student,105020501,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,05 - 120+ DPD,01 - Undergraduate - 4 year,4536,141.25,110,65.23,687,148.9,140.21,99.25,5.43,31.08,0.89,1.14,0.59,1.44,0.0,45
Bank_278,238354,2025-02,Student,105020502,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,05 - 120+ DPD,02 - Graduate / Professional,8313,53.84,424,36.02,623,46.72,61.35,72.2,74.08,93.44,0.98,0.48,1.36,0.1,0.0,14
Bank_279,477329,2025-02,Student,105020503,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,05 - 120+ DPD,"03 - Other (e.g. community college, trade school, etc.)",5176,470.25,489,140.32,779,54.88,65.82,32.06,49.26,48.99,1.27,0.4,0.97,0.7,0.0,43
Bank_280,886634,2025-02,Student,105020504,01 - Managed - Gov Guaranteed,05 - Age < 3 years,XX - >660,05 - 120+ DPD,04 - Not available,3657,352.16,276,126.94,26,120.56,196.07,99.35,84.73,30.83,3.06,0.66,1.47,2.25,0.45,32
Bank_281,591795,2025-02,Student,105030101,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,01 - Current & 1-29 DPD,01 - Undergraduate - 4 year,4900,299.1,221,278.81,935,71.78,146.49,34.51,64.4,97.79,2.36,1.39,1.45,2.3,0.0,69
Bank_282,143204,2025-02,Student,105030102,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,01 - Current & 1-29 DPD,02 - Graduate / Professional,8191,268.07,287,39.57,142,128.23,194.41,54.5,28.4,16.08,2.46,1.99,0.57,3.88,-0.0,42
Bank_283,665586,2025-02,Student,105030103,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,01 - Current & 1-29 DPD,"03 - Other (e.g. community college, trade school, etc.)",6008,260.89,427,249.87,835,87.74,121.62,21.35,94.82,93.09,1.56,1.02,0.85,1.73,0.0,28
Bank_284,974059,2025-02,Student,105030104,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,01 - Current & 1-29 DPD,04 - Not available,5900,285.02,379,178.84,530,93.46,159.79,53.96,89.2,61.21,2.56,0.18,0.26,2.48,-0.0,36
Bank_285,974291,2025-02,Student,105030201,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,02 - 30-59 DPD,01 - Undergraduate - 4 year,9734,334.02,258,236.5,972,17.78,163.11,39.27,96.47,81.8,0.97,0.46,0.7,0.73,0.0,53
Bank_286,624118,2025-02,Student,105030202,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,02 - 30-59 DPD,02 - Graduate / Professional,1159,227.88,210,166.14,480,99.65,102.67,96.6,65.03,63.55,2.45,1.97,0.39,4.03,0.0,48
Bank_287,353268,2025-02,Student,105030203,01 - Managed - Gov Guaranteed,05 - Age < 3 years,,02 - 30-59 DPD,"03 - Other (e.g. community college, trade school, etc.)",8986,222.92,338,273.98,882,92.42,108.74,59.91,97.27,26.54,1.74,1.11,0.81,2.04,-0.53,13
