BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Geography,Credit Score,Delinquency Status,Security,# Accounts,$ Outstandings,# New Accounts,$ New Accounts,$ Commitments,$ Modifications,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL
Bank_230,403310,2025-02,IntSB,10204020502,01 - Line of Credit,02 - > Three years old,04 - APAC,02 - >620,05 - 120+ DPD,02 - Unsecured,6689,131.22,342,41.46,128.4,66.57,4.46,1.38,0.94,4.9,0.0,69
Bank_231,596972,2025-02,IntSB,10204030101,01 - Line of Credit,02 - > Three years old,04 - APAC,,01 - Current & 1-29 DPD,01 - Secured,9535,412.12,103,36.03,86.71,41.81,4.68,0.14,0.65,4.17,0.33,57
Bank_232,364833,2025-02,IntSB,10204030102,01 - Line of Credit,02 - > Three years old,04 - APAC,,01 - Current & 1-29 DPD,02 - Unsecured,8721,249.68,386,12.06,174.15,53.69,4.69,1.94,0.55,6.08,-0.0,53
Bank_233,255158,2025-02,IntSB,10204030201,01 - Line of Credit,02 - > Three years old,04 - APAC,,02 - 30-59 DPD,01 - Secured,1725,71.24,162,42.51,25.14,70.63,3.92,1.28,1.22,3.98,-0.0,52
Bank_234,989638,2025-02,IntSB,10204030202,01 - Line of Credit,02 - > Three years old,04 - APAC,,02 - 30-59 DPD,02 - Unsecured,5473,318.61,164,41.44,42.66,71.42,2.21,1.93,0.95,3.19,0.0,23
Bank_235,454581,2025-02,IntSB,10204030301,01 - Line of Credit,02 - > Three years old,04 - APAC,,03 - 60-89 DPD,01 - Secured,1674,59.12,216,29.4,70.95,26.64,4.13,1.14,0.71,4.56,0.0,14
Bank_236,910178,2025-02,IntSB,10204030302,01 - Line of Credit,02 - > Three years old,04 - APAC,,03 - 60-89 DPD,02 - Unsecured,8139,252.03,245,42.67,15.86,55.06,3.43,0.89,1.29,3.03,-0.0,63
Bank_237,777504,2025-02,IntSB,10204030401,01 - Line of Credit,02 - > Three years old,04 - APAC,,04 - 90-119 DPD,01 - Secured,6403,362.36,57,28.79,47.89,57.03,2.65,0.55,1.29,1.91,-0.0,18
Bank_238,233418,2025-02,IntSB,10204030402,01 - Line of Credit,02 - > Three years old,04 - APAC,,04 - 90-119 DPD,02 - Unsecured,5891,270.31,484,47.91,25.79,63.74,2.46,1.8,0.33,3.93,-0.8,65
Bank_239,435397,2025-02,IntSB,10204030501,01 - Line of Credit,02 - > Three years old,04 - APAC,,05 - 120+ DPD,01 - Secured,1613,222.27,309,43.35,190.9,6.17,2.35,0.58,1.34,1.59,0.0,32
Bank_240,418572,2025-02,IntSB,10204030502,01 - Line of Credit,02 - > Three years old,04 - APAC,,05 - 120+ DPD,02 - Unsecured,5397,280.62,298,17.12,115.32,63.68,1.7,1.79,1.49,2.0,0.0,48
Bank_241,872809,2025-02,IntSB,20101010101,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,2648,385.88,207,27.83,189.54,35.49,1.97,1.06,1.17,1.86,-0.0,12
Bank_242,163689,2025-02,IntSB,20101010102,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,1853,395.77,184,14.28,78.2,99.15,1.8,0.89,0.91,1.78,0.0,47
Bank_243,683121,2025-02,IntSB,20101010201,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,02 - 30-59 DPD,01 - Secured,6150,124.59,115,35.48,47.99,19.13,3.63,0.4,1.26,2.77,-0.0,32
Bank_244,236222,2025-02,IntSB,20101010202,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,02 - 30-59 DPD,02 - Unsecured,9785,305.25,51,15.81,172.69,89.39,3.05,0.91,0.74,3.22,0.0,16
Bank_245,824306,2025-02,IntSB,20101010301,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,03 - 60-89 DPD,01 - Secured,3276,114.5,224,33.58,90.88,57.77,1.01,0.59,0.83,0.77,-0.79,41
Bank_246,452878,2025-02,IntSB,20101010302,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,03 - 60-89 DPD,02 - Unsecured,1831,157.03,292,17.22,164.26,21.25,2.07,0.62,1.07,1.62,0.0,26
Bank_247,372749,2025-02,IntSB,20101010401,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,04 - 90-119 DPD,01 - Secured,3280,411.61,462,8.85,97.63,55.45,1.71,1.2,0.38,2.53,-0.0,43
Bank_248,767473,2025-02,IntSB,20101010402,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,04 - 90-119 DPD,02 - Unsecured,9827,379.99,304,13.39,60.84,80.18,3.85,1.65,0.11,5.39,0.0,39
Bank_249,907623,2025-02,IntSB,20101010501,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,05 - 120+ DPD,01 - Secured,9590,334.18,226,24.64,44.56,57.45,1.93,1.76,1.1,2.59,0.0,65
Bank_250,655831,2025-02,IntSB,20101010502,02 - Term Loan,01 - <= Three years old,01 - Canada,01 - <=620,05 - 120+ DPD,02 - Unsecured,8841,418.37,83,29.4,84.07,39.5,2.4,0.63,1.18,1.85,0.0,56
Bank_251,369721,2025-02,IntSB,20101020101,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,01 - Current & 1-29 DPD,01 - Secured,9936,64.48,436,23.8,31.88,57.1,1.25,0.92,0.66,1.51,0.0,64
Bank_252,371112,2025-02,IntSB,20101020102,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,1585,269.21,213,33.75,118.87,38.39,3.91,1.71,0.37,5.25,0.22,18
Bank_253,942317,2025-02,IntSB,20101020201,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,02 - 30-59 DPD,01 - Secured,9471,220.8,239,44.87,75.74,20.03,0.8,1.41,0.55,1.66,0.0,68
Bank_254,105267,2025-02,IntSB,20101020202,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,02 - 30-59 DPD,02 - Unsecured,6479,362.83,287,6.21,23.77,93.14,3.09,0.45,1.32,2.22,0.0,48
Bank_255,472436,2025-02,IntSB,20101020301,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,03 - 60-89 DPD,01 - Secured,7391,181.52,90,28.19,51.35,88.58,1.73,0.92,1.08,1.57,0.0,72
Bank_256,772482,2025-02,IntSB,20101020302,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,03 - 60-89 DPD,02 - Unsecured,2060,465.91,412,20.55,29.45,21.07,3.34,1.24,1.04,3.54,0.0,42
Bank_257,411150,2025-02,IntSB,20101020401,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,04 - 90-119 DPD,01 - Secured,6629,429.1,74,15.52,185.55,73.36,0.54,1.08,1.06,0.56,0.0,35
Bank_258,862489,2025-02,IntSB,20101020402,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,04 - 90-119 DPD,02 - Unsecured,2559,78.6,319,46.91,81.38,36.23,1.03,0.98,1.0,1.01,0.0,12
Bank_259,912113,2025-02,IntSB,20101020501,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,05 - 120+ DPD,01 - Secured,7321,266.33,61,34.2,127.92,26.79,4.02,0.49,0.33,4.18,-0.19,66
Bank_260,504271,2025-02,IntSB,20101020502,02 - Term Loan,01 - <= Three years old,01 - Canada,02 - >620,05 - 120+ DPD,02 - Unsecured,8479,93.61,484,13.45,113.5,47.81,2.09,0.43,1.25,1.27,0.0,30
Bank_261,845789,2025-02,IntSB,20101030101,02 - Term Loan,01 - <= Three years old,01 - Canada,,01 - Current & 1-29 DPD,01 - Secured,5468,405.84,107,27.99,67.7,61.15,4.27,0.9,1.15,4.02,0.0,59
Bank_262,785307,2025-02,IntSB,20101030102,02 - Term Loan,01 - <= Three years old,01 - Canada,,01 - Current & 1-29 DPD,02 - Unsecured,6831,440.45,192,19.83,197.23,29.77,2.77,0.57,1.46,1.88,0.0,26
Bank_263,140282,2025-02,IntSB,20101030201,02 - Term Loan,01 - <= Three years old,01 - Canada,,02 - 30-59 DPD,01 - Secured,9197,199.3,379,21.1,138.5,37.96,2.94,0.58,1.46,2.06,0.0,42
Bank_264,501924,2025-02,IntSB,20101030202,02 - Term Loan,01 - <= Three years old,01 - Canada,,02 - 30-59 DPD,02 - Unsecured,4366,167.46,56,24.5,137.59,21.83,2.29,1.75,0.66,3.38,0.0,70
Bank_265,675566,2025-02,IntSB,20101030301,02 - Term Loan,01 - <= Three years old,01 - Canada,,03 - 60-89 DPD,01 - Secured,2414,391.06,202,10.79,120.66,27.9,3.88,1.77,1.37,4.28,0.0,33
Bank_266,801498,2025-02,IntSB,20101030302,02 - Term Loan,01 - <= Three years old,01 - Canada,,03 - 60-89 DPD,02 - Unsecured,2310,437.64,159,9.35,153.9,56.18,1.66,0.42,1.14,0.94,-0.91,54
Bank_267,803787,2025-02,IntSB,20101030401,02 - Term Loan,01 - <= Three years old,01 - Canada,,04 - 90-119 DPD,01 - Secured,3365,464.87,337,27.59,146.65,56.39,1.1,0.75,0.27,1.58,0.0,64
Bank_268,246331,2025-02,IntSB,20101030402,02 - Term Loan,01 - <= Three years old,01 - Canada,,04 - 90-119 DPD,02 - Unsecured,8244,61.94,179,17.7,89.57,76.38,1.45,1.92,1.39,1.98,-0.0,56
Bank_269,432328,2025-02,IntSB,20101030501,02 - Term Loan,01 - <= Three years old,01 - Canada,,05 - 120+ DPD,01 - Secured,5701,92.53,54,20.48,133.15,93.29,4.62,1.04,1.32,4.34,0.0,41
Bank_270,175268,2025-02,IntSB,20101030502,02 - Term Loan,01 - <= Three years old,01 - Canada,,05 - 120+ DPD,02 - Unsecured,9322,57.24,359,32.34,48.26,71.38,2.42,1.85,1.45,2.82,0.0,54
Bank_271,255744,2025-02,IntSB,20102010101,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,3637,309.49,130,47.23,47.43,22.88,1.19,1.53,1.26,1.46,0.0,35
Bank_272,360207,2025-02,IntSB,20102010102,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,1758,230.4,416,28.33,93.63,12.5,4.09,1.96,0.21,5.84,0.0,66
Bank_273,392125,2025-02,IntSB,20102010201,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,02 - 30-59 DPD,01 - Secured,5699,122.36,367,10.68,27.46,38.65,3.93,1.89,0.89,4.93,0.0,49
Bank_274,161447,2025-02,IntSB,20102010202,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,02 - 30-59 DPD,02 - Unsecured,3873,290.1,309,7.05,131.64,65.17,4.94,0.9,1.24,4.6,-0.0,68
Bank_275,982969,2025-02,IntSB,20102010301,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,03 - 60-89 DPD,01 - Secured,6579,204.49,314,26.05,25.31,43.93,1.07,0.87,0.58,1.36,0.0,46
Bank_276,370487,2025-02,IntSB,20102010302,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,03 - 60-89 DPD,02 - Unsecured,9602,279.76,387,25.13,108.18,56.6,1.03,1.11,1.09,1.05,0.0,32
Bank_277,482519,2025-02,IntSB,20102010401,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,04 - 90-119 DPD,01 - Secured,1936,452.94,118,22.5,131.31,85.06,2.09,1.76,0.34,3.51,0.0,35
Bank_278,827421,2025-02,IntSB,20102010402,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,04 - 90-119 DPD,02 - Unsecured,7375,338.52,374,12.87,41.28,16.03,1.46,0.14,1.08,0.52,0.0,58
Bank_279,430494,2025-02,IntSB,20102010501,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,05 - 120+ DPD,01 - Secured,4689,432.25,137,16.94,120.22,36.93,1.56,1.14,1.18,1.52,-0.0,35
Bank_280,259289,2025-02,IntSB,20102010502,02 - Term Loan,01 - <= Three years old,02 - EMEA,01 - <=620,05 - 120+ DPD,02 - Unsecured,3578,153.03,85,36.19,23.37,61.74,1.24,1.14,0.35,2.03,-0.58,31
Bank_281,335344,2025-02,IntSB,20102020101,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,01 - Current & 1-29 DPD,01 - Secured,5802,369.2,319,12.96,120.04,68.07,3.36,0.78,1.12,3.02,0.0,15
Bank_282,656769,2025-02,IntSB,20102020102,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,5083,359.55,365,13.57,40.91,33.92,2.07,1.31,0.98,2.4,0.0,34
Bank_283,419310,2025-02,IntSB,20102020201,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,02 - 30-59 DPD,01 - Secured,6034,429.08,97,30.76,17.77,35.53,2.02,0.39,0.12,2.29,0.0,21
Bank_284,189081,2025-02,IntSB,20102020202,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,02 - 30-59 DPD,02 - Unsecured,4905,395.36,500,14.21,75.51,87.66,1.4,1.15,0.85,1.7,0.0,12
Bank_285,463223,2025-02,IntSB,20102020301,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,03 - 60-89 DPD,01 - Secured,8700,428.25,188,29.81,155.38,51.78,2.02,1.66,0.78,2.9,0.0,32
Bank_286,228181,2025-02,IntSB,20102020302,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,03 - 60-89 DPD,02 - Unsecured,3818,249.32,270,46.76,175.89,25.71,2.4,1.35,0.38,3.37,0.0,39
Bank_287,653153,2025-02,IntSB,20102020401,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,04 - 90-119 DPD,01 - Secured,1051,106.36,345,44.29,168.23,20.43,2.81,1.28,0.35,3.74,-0.46,14
Bank_288,239629,2025-02,IntSB,20102020402,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,04 - 90-119 DPD,02 - Unsecured,9199,441.18,262,14.5,186.07,36.71,4.47,0.87,0.93,4.41,0.0,37
Bank_289,126252,2025-02,IntSB,20102020501,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,05 - 120+ DPD,01 - Secured,2119,132.79,493,20.82,74.17,47.38,2.73,0.73,0.93,2.53,0.0,15
Bank_290,558722,2025-02,IntSB,20102020502,02 - Term Loan,01 - <= Three years old,02 - EMEA,02 - >620,05 - 120+ DPD,02 - Unsecured,4647,53.04,84,36.35,42.42,26.73,4.33,1.23,1.06,4.5,0.0,68
Bank_291,597733,2025-02,IntSB,20102030101,02 - Term Loan,01 - <= Three years old,02 - EMEA,,01 - Current & 1-29 DPD,01 - Secured,3642,160.79,239,39.61,39.07,30.31,4.02,0.8,1.04,3.78,0.0,71
Bank_292,901792,2025-02,IntSB,20102030102,02 - Term Loan,01 - <= Three years old,02 - EMEA,,01 - Current & 1-29 DPD,02 - Unsecured,6327,188.61,176,10.35,127.87,18.01,3.18,0.96,0.65,3.49,-0.0,53
Bank_293,389518,2025-02,IntSB,20102030201,02 - Term Loan,01 - <= Three years old,02 - EMEA,,02 - 30-59 DPD,01 - Secured,5914,457.0,392,24.55,188.17,68.19,4.28,0.77,1.01,4.04,-0.0,20
Bank_294,873519,2025-02,IntSB,20102030202,02 - Term Loan,01 - <= Three years old,02 - EMEA,,02 - 30-59 DPD,02 - Unsecured,2181,453.2,303,41.92,14.29,79.45,2.18,0.71,1.15,1.74,-0.82,57
Bank_295,946646,2025-02,IntSB,20102030301,02 - Term Loan,01 - <= Three years old,02 - EMEA,,03 - 60-89 DPD,01 - Secured,8149,477.55,194,20.25,17.37,34.67,2.11,0.45,0.49,2.07,-0.0,23
Bank_296,771335,2025-02,IntSB,20102030302,02 - Term Loan,01 - <= Three years old,02 - EMEA,,03 - 60-89 DPD,02 - Unsecured,1022,105.62,381,32.19,39.35,47.86,1.05,0.31,1.0,0.36,-0.0,50
Bank_297,601125,2025-02,IntSB,20102030401,02 - Term Loan,01 - <= Three years old,02 - EMEA,,04 - 90-119 DPD,01 - Secured,5953,119.35,109,11.31,27.89,49.55,0.83,0.78,1.05,0.56,0.0,16
Bank_298,192077,2025-02,IntSB,20102030402,02 - Term Loan,01 - <= Three years old,02 - EMEA,,04 - 90-119 DPD,02 - Unsecured,5574,372.3,204,16.68,69.72,97.37,2.65,1.03,0.85,2.83,0.0,35
Bank_299,919715,2025-02,IntSB,20102030501,02 - Term Loan,01 - <= Three years old,02 - EMEA,,05 - 120+ DPD,01 - Secured,9891,78.42,394,20.22,188.1,51.27,3.59,0.31,1.16,2.74,0.0,60
Bank_300,427119,2025-02,IntSB,20102030502,02 - Term Loan,01 - <= Three years old,02 - EMEA,,05 - 120+ DPD,02 - Unsecured,5012,129.01,486,34.15,85.84,97.06,3.34,1.92,0.77,4.49,0.0,67
Bank_301,402422,2025-02,IntSB,20103010101,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,7503,176.64,468,10.97,47.78,22.04,1.46,1.19,0.38,2.27,0.45,67
Bank_302,149554,2025-02,IntSB,20103010102,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,4933,175.68,141,49.08,131.98,58.79,2.22,1.42,1.11,2.53,-0.0,33
Bank_303,464499,2025-02,IntSB,20103010201,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,02 - 30-59 DPD,01 - Secured,2671,263.09,153,9.64,53.72,63.32,3.89,1.29,1.33,3.85,0.0,17
Bank_304,622960,2025-02,IntSB,20103010202,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,02 - 30-59 DPD,02 - Unsecured,4169,380.79,58,29.28,81.97,32.91,0.96,0.1,1.02,0.04,-0.0,12
Bank_305,751006,2025-02,IntSB,20103010301,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,03 - 60-89 DPD,01 - Secured,6880,477.02,388,8.44,129.74,26.4,4.55,1.95,0.39,6.11,0.0,56
Bank_306,188477,2025-02,IntSB,20103010302,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,03 - 60-89 DPD,02 - Unsecured,2310,336.62,479,27.87,160.37,79.37,2.84,1.43,1.03,3.24,0.0,12
Bank_307,595584,2025-02,IntSB,20103010401,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,04 - 90-119 DPD,01 - Secured,1695,491.47,71,22.33,13.41,50.6,4.81,0.36,0.69,4.48,0.0,37
Bank_308,366358,2025-02,IntSB,20103010402,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,04 - 90-119 DPD,02 - Unsecured,1426,142.78,494,20.7,32.39,65.12,3.79,0.59,0.84,3.54,0.17,24
Bank_309,373269,2025-02,IntSB,20103010501,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,05 - 120+ DPD,01 - Secured,3102,325.45,81,15.47,10.34,37.75,3.89,0.87,1.36,3.4,0.0,43
Bank_310,227050,2025-02,IntSB,20103010502,02 - Term Loan,01 - <= Three years old,03 - LATAM,01 - <=620,05 - 120+ DPD,02 - Unsecured,6460,331.02,187,11.44,68.06,78.97,3.33,1.53,0.88,3.98,-0.0,32
Bank_311,531739,2025-02,IntSB,20103020101,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,01 - Current & 1-29 DPD,01 - Secured,1567,359.37,447,6.67,25.19,95.93,3.61,1.52,0.21,4.92,0.0,39
Bank_312,930960,2025-02,IntSB,20103020102,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,1404,334.4,434,44.79,74.07,70.54,1.81,0.69,0.24,2.26,0.0,66
Bank_313,784467,2025-02,IntSB,20103020201,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,02 - 30-59 DPD,01 - Secured,3569,444.11,313,29.81,134.55,74.43,3.97,1.49,1.41,4.05,0.0,26
Bank_314,781378,2025-02,IntSB,20103020202,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,02 - 30-59 DPD,02 - Unsecured,4675,76.95,438,28.37,40.05,75.23,4.66,0.73,1.42,3.97,-0.0,27
Bank_315,395974,2025-02,IntSB,20103020301,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,03 - 60-89 DPD,01 - Secured,4703,429.82,380,38.02,34.32,8.77,3.32,0.51,1.07,2.76,-0.88,26
Bank_316,365036,2025-02,IntSB,20103020302,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,03 - 60-89 DPD,02 - Unsecured,4806,73.86,482,7.74,46.84,78.0,2.03,0.36,0.79,1.6,0.0,72
Bank_317,601173,2025-02,IntSB,20103020401,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,04 - 90-119 DPD,01 - Secured,9712,481.8,244,32.63,131.35,57.74,2.59,0.2,0.69,2.1,0.0,59
Bank_318,495568,2025-02,IntSB,20103020402,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,04 - 90-119 DPD,02 - Unsecured,7765,269.83,300,19.16,82.8,42.59,2.93,0.27,1.17,2.03,-0.0,54
Bank_319,621067,2025-02,IntSB,20103020501,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,05 - 120+ DPD,01 - Secured,7695,226.82,279,41.09,100.52,13.59,1.54,0.96,1.11,1.39,0.0,25
Bank_320,985304,2025-02,IntSB,20103020502,02 - Term Loan,01 - <= Three years old,03 - LATAM,02 - >620,05 - 120+ DPD,02 - Unsecured,9720,104.89,416,43.87,101.64,12.35,3.2,0.15,1.11,2.24,0.0,48
Bank_321,832496,2025-02,IntSB,20103030101,02 - Term Loan,01 - <= Three years old,03 - LATAM,,01 - Current & 1-29 DPD,01 - Secured,7383,437.44,262,28.91,94.09,94.65,4.31,0.17,0.98,3.5,0.0,29
Bank_322,855105,2025-02,IntSB,20103030102,02 - Term Loan,01 - <= Three years old,03 - LATAM,,01 - Current & 1-29 DPD,02 - Unsecured,4184,198.18,303,29.39,65.35,75.15,2.7,1.13,0.36,3.47,0.3,69
Bank_323,100178,2025-02,IntSB,20103030201,02 - Term Loan,01 - <= Three years old,03 - LATAM,,02 - 30-59 DPD,01 - Secured,7415,477.05,286,24.19,166.91,39.13,2.2,0.97,1.22,1.95,0.0,43
Bank_324,588802,2025-02,IntSB,20103030202,02 - Term Loan,01 - <= Three years old,03 - LATAM,,02 - 30-59 DPD,02 - Unsecured,6054,483.14,257,27.99,170.12,22.02,3.36,0.6,1.32,2.64,0.0,22
Bank_325,942761,2025-02,IntSB,20103030301,02 - Term Loan,01 - <= Three years old,03 - LATAM,,03 - 60-89 DPD,01 - Secured,6905,457.88,55,35.83,114.7,49.81,4.04,0.14,1.05,3.13,0.0,53
Bank_326,427732,2025-02,IntSB,20103030302,02 - Term Loan,01 - <= Three years old,03 - LATAM,,03 - 60-89 DPD,02 - Unsecured,3096,158.89,428,8.45,110.14,38.6,4.8,1.57,1.01,5.36,0.0,14
Bank_327,307868,2025-02,IntSB,20103030401,02 - Term Loan,01 - <= Three years old,03 - LATAM,,04 - 90-119 DPD,01 - Secured,4130,441.62,91,43.18,86.66,59.02,3.45,1.05,0.14,4.36,0.0,47
Bank_328,905714,2025-02,IntSB,20103030402,02 - Term Loan,01 - <= Three years old,03 - LATAM,,04 - 90-119 DPD,02 - Unsecured,8254,146.74,227,45.61,191.04,40.26,1.65,0.75,1.38,1.02,0.0,15
Bank_329,410634,2025-02,IntSB,20103030501,02 - Term Loan,01 - <= Three years old,03 - LATAM,,05 - 120+ DPD,01 - Secured,1895,423.93,331,26.64,142.39,13.49,0.65,0.6,0.61,0.64,0.17,23
Bank_330,894490,2025-02,IntSB,20103030502,02 - Term Loan,01 - <= Three years old,03 - LATAM,,05 - 120+ DPD,02 - Unsecured,7602,79.07,415,12.4,89.3,19.73,1.9,0.77,1.47,1.2,0.0,59
Bank_331,627765,2025-02,IntSB,20104010101,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,01 - Current & 1-29 DPD,01 - Secured,9247,358.76,468,16.26,154.22,45.21,3.18,0.38,0.71,2.85,0.0,31
Bank_332,417275,2025-02,IntSB,20104010102,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,01 - Current & 1-29 DPD,02 - Unsecured,1783,79.86,231,22.19,154.75,49.1,4.12,1.17,0.79,4.5,0.0,66
Bank_333,469992,2025-02,IntSB,20104010201,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,02 - 30-59 DPD,01 - Secured,1024,270.05,248,29.66,180.27,18.94,1.29,0.4,0.47,1.22,0.0,58
Bank_334,101403,2025-02,IntSB,20104010202,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,02 - 30-59 DPD,02 - Unsecured,7902,335.83,189,19.57,147.4,35.55,4.13,1.19,0.29,5.03,0.0,22
Bank_335,926090,2025-02,IntSB,20104010301,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,03 - 60-89 DPD,01 - Secured,6585,51.7,130,15.48,163.18,24.24,4.93,0.11,1.21,3.83,0.0,29
Bank_336,192765,2025-02,IntSB,20104010302,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,03 - 60-89 DPD,02 - Unsecured,5638,444.79,185,50.0,124.12,84.84,1.42,0.91,1.2,1.13,-0.33,22
Bank_337,110362,2025-02,IntSB,20104010401,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,04 - 90-119 DPD,01 - Secured,6006,243.69,353,48.95,17.06,50.58,2.3,1.46,0.49,3.27,0.0,24
Bank_338,532335,2025-02,IntSB,20104010402,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,04 - 90-119 DPD,02 - Unsecured,5620,465.45,212,23.03,65.94,52.72,3.02,0.24,0.91,2.35,0.0,53
Bank_339,372868,2025-02,IntSB,20104010501,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,05 - 120+ DPD,01 - Secured,6337,325.95,158,28.47,23.88,71.68,1.82,1.73,0.84,2.71,0.0,54
Bank_340,139748,2025-02,IntSB,20104010502,02 - Term Loan,01 - <= Three years old,04 - APAC,01 - <=620,05 - 120+ DPD,02 - Unsecured,2050,158.77,396,19.78,71.2,7.41,1.56,0.4,0.22,1.74,0.0,12
Bank_341,763577,2025-02,IntSB,20104020101,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,01 - Current & 1-29 DPD,01 - Secured,2564,150.69,212,43.98,150.45,70.41,3.1,1.05,0.35,3.8,-0.0,33
Bank_342,949181,2025-02,IntSB,20104020102,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,01 - Current & 1-29 DPD,02 - Unsecured,4738,352.13,293,18.48,61.06,80.88,0.96,0.12,0.33,0.75,0.0,70
Bank_343,440244,2025-02,IntSB,20104020201,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,02 - 30-59 DPD,01 - Secured,9008,426.45,139,18.26,171.96,74.18,2.44,1.51,0.8,3.15,-0.3,54
Bank_344,816208,2025-02,IntSB,20104020202,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,02 - 30-59 DPD,02 - Unsecured,7145,376.64,187,5.34,35.26,36.73,1.23,1.88,1.12,1.99,0.0,43
Bank_345,545039,2025-02,IntSB,20104020301,02 - Term Loan,01 - <= Three years old,04 - APAC,02 - >620,03 - 60-89 DPD,01 - Secured,3478,84.13,399,6.0,50.47,99.84,1.39,0.58,0.44,1.53,0.0,54
