BHC_NAME,RSSD_ID,REPORTING_MONTH,PORTFOLIO_ID,SEGMENT_ID,Product Type,Age,Credit Score,Delinquency Status,Education Level,# Accounts,$ Outstandings,# Accounts in Repayment,$ Outstandings in Repayment,# New Disbursements,$ New Disbursements,$ Unpaid Principal Balance with Co-Signer,$ Unpaid Principal Balance in Grace,$ Unpaid Principal Balance in Deferment,$ Unpaid Principal Balance in Forbearance,$ Gross Contractual Charge-offs,$ Bankruptcy Charge-offs,$ Recoveries,$ Net Charge-offs,Adjustment Factor,WAL,Security,# New Accounts,$ New Accounts,$ Commitments,$ Modifications,Geography,LTV Ratio,$ New Commitments,Original LTV,# New accounts,$ New accounts,$ Gross contractual charge-offs,$ Bankruptcy charge-offs,$ Net charge-offs,$ Adjustment factor,$ Foreclosure,$ New foreclosure,$ Other Real Estate Owned (OREO),$ New OREO,Weighted Average Life of Loans,LTV,Delinquency,$ Commitment,$ Commitment Increases,$ Commitment Decreases,$ Adjustment Factor,$ New Foreclosure,$ Commitment (HELOC only),$ New commitments (HELOC only),$ Commitment increases (HELOC only),$ Commitment decreases (HELOC only),Adjustment factor to reconcile $ gross contractual charge-offs to $ net charge-offs,$ Receivables,$ Unpaid principal balance,$ New commitments,# Accounts charged-off,Adjustment factor,$ O/S for 30+ DPD in last 24 months,# Accounts 30+ DPD in last 24 months
Bank_338,334316,2025-02,IntlOthCons,305010102,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,1993.0,92.0,,,,,,,,,3.14,0.3,0.61,2.83,,70.0,,119.0,,,,02 - EMEA,97.21,10.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_339,425783,2025-02,IntlOthCons,305010103,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,3016.0,396.51,,,,,,,,,4.01,1.63,1.07,4.57,,44.0,,119.0,,,,03 - LATAM,74.51,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_340,192716,2025-02,IntlOthCons,305010104,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,2733.0,452.28,,,,,,,,,3.8,1.49,0.51,4.78,,67.0,,386.0,,,,04 - APAC,82.48,36.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_341,734686,2025-02,IntlOthCons,305010201,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,1220.0,367.02,,,,,,,,,4.3,0.86,0.42,4.74,,31.0,,114.0,,,,01 - Canada,81.28,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_342,243915,2025-02,IntlOthCons,305010202,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,7961.0,199.19,,,,,,,,,3.84,1.37,0.62,4.59,,18.0,,201.0,,,,02 - EMEA,115.24,23.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_343,221356,2025-02,IntlOthCons,305010203,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,4599.0,311.78,,,,,,,,,3.09,1.0,0.96,3.13,,46.0,,131.0,,,,03 - LATAM,50.54,43.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_344,150972,2025-02,IntlOthCons,305010204,03 - Unsecured-Revolving,,01 - <=620,05 - 120+ DPD,,8661.0,228.77,,,,,,,,,2.4,1.02,0.21,3.21,,20.0,,168.0,,,,04 - APAC,107.08,7.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_345,782003,2025-02,IntlOthCons,305020101,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,8139.0,132.14,,,,,,,,,4.42,0.77,1.12,4.07,,69.0,,73.0,,,,01 - Canada,81.43,27.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_346,406104,2025-02,IntlOthCons,305020102,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,3927.0,283.77,,,,,,,,,1.83,1.08,0.26,2.65,,23.0,,454.0,,,,02 - EMEA,96.56,11.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_347,413679,2025-02,IntlOthCons,305020103,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,4080.0,172.45,,,,,,,,,3.11,0.51,0.61,3.01,,29.0,,472.0,,,,03 - LATAM,39.97,31.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_348,910548,2025-02,IntlOthCons,305020104,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,8081.0,183.07,,,,,,,,,4.23,1.96,1.15,5.04,,34.0,,212.0,,,,04 - APAC,86.22,14.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_349,291233,2025-02,IntlOthCons,305020201,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,5180.0,327.95,,,,,,,,,1.63,1.34,1.34,1.63,,29.0,,396.0,,,,01 - Canada,101.88,44.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_350,641768,2025-02,IntlOthCons,305020202,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,7288.0,348.08,,,,,,,,,3.84,1.13,0.95,4.02,,21.0,,478.0,,,,02 - EMEA,56.88,44.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_351,698727,2025-02,IntlOthCons,305020203,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,7095.0,491.76,,,,,,,,,0.62,1.48,1.33,0.77,,37.0,,194.0,,,,03 - LATAM,63.59,26.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_352,970179,2025-02,IntlOthCons,305020204,03 - Unsecured-Revolving,,02 - >620,05 - 120+ DPD,,7487.0,308.64,,,,,,,,,4.07,1.1,0.4,4.77,,72.0,,340.0,,,,04 - APAC,80.66,12.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_353,591973,2025-02,IntlOthCons,305030101,03 - Unsecured-Revolving,,,05 - 120+ DPD,,9732.0,190.24,,,,,,,,,4.98,1.4,0.26,6.12,,35.0,,296.0,,,,01 - Canada,67.53,5.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_354,377756,2025-02,IntlOthCons,305030102,03 - Unsecured-Revolving,,,05 - 120+ DPD,,2850.0,110.18,,,,,,,,,4.71,1.7,0.97,5.44,,52.0,,181.0,,,,02 - EMEA,69.27,25.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_355,552814,2025-02,IntlOthCons,305030103,03 - Unsecured-Revolving,,,05 - 120+ DPD,,5947.0,315.99,,,,,,,,,4.31,0.52,0.84,3.99,,20.0,,134.0,,,,03 - LATAM,114.79,35.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_356,753656,2025-02,IntlOthCons,305030104,03 - Unsecured-Revolving,,,05 - 120+ DPD,,8137.0,305.51,,,,,,,,,2.14,0.57,1.3,1.41,,54.0,,183.0,,,,04 - APAC,49.65,47.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_357,851028,2025-02,IntlOthCons,305030201,03 - Unsecured-Revolving,,,05 - 120+ DPD,,8027.0,265.11,,,,,,,,,3.53,0.63,0.3,3.86,,62.0,,110.0,,,,01 - Canada,43.48,12.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_358,220265,2025-02,IntlOthCons,305030202,03 - Unsecured-Revolving,,,05 - 120+ DPD,,4085.0,132.59,,,,,,,,,4.55,1.81,0.32,6.04,,31.0,,410.0,,,,02 - EMEA,45.12,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_359,191344,2025-02,IntlOthCons,305030203,03 - Unsecured-Revolving,,,05 - 120+ DPD,,4957.0,496.91,,,,,,,,,1.39,1.92,0.56,2.75,,47.0,,203.0,,,,03 - LATAM,95.42,23.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_360,846442,2025-02,IntlOthCons,305030204,03 - Unsecured-Revolving,,,05 - 120+ DPD,,5500.0,459.13,,,,,,,,,3.0,0.58,0.45,3.13,,27.0,,145.0,,,,04 - APAC,56.24,10.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_361,723480,2025-02,IntlOthCons,401010101,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,3990.0,434.0,,,,,,,,,4.13,0.34,0.97,3.5,,69.0,,240.0,,,,01 - Canada,83.33,39.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_362,704845,2025-02,IntlOthCons,401010102,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,7972.0,237.04,,,,,,,,,1.02,1.68,0.39,2.31,,15.0,,477.0,,,,02 - EMEA,52.32,44.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_363,263270,2025-02,IntlOthCons,401010103,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,9200.0,166.69,,,,,,,,,0.85,1.28,0.83,1.3,,62.0,,459.0,,,,03 - LATAM,87.51,13.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_364,255062,2025-02,IntlOthCons,401010104,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,5752.0,248.9,,,,,,,,,4.45,0.27,0.78,3.94,,36.0,,267.0,,,,04 - APAC,81.81,24.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_365,635284,2025-02,IntlOthCons,401010201,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,8345.0,118.53,,,,,,,,,1.29,1.76,0.99,2.06,,18.0,,434.0,,,,01 - Canada,89.36,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_366,950851,2025-02,IntlOthCons,401010202,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,3089.0,363.69,,,,,,,,,4.73,1.66,1.18,5.21,,22.0,,311.0,,,,02 - EMEA,86.34,34.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_367,668134,2025-02,IntlOthCons,401010203,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,8926.0,88.52,,,,,,,,,1.75,1.57,0.86,2.46,,32.0,,424.0,,,,03 - LATAM,94.43,12.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_368,966298,2025-02,IntlOthCons,401010204,04 - Unsecured-Installment,,01 - <=620,XX - Current & 1-29 DPD,,1855.0,237.18,,,,,,,,,1.34,0.28,0.52,1.1,,19.0,,409.0,,,,04 - APAC,78.49,47.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_369,102537,2025-02,IntlOthCons,401020101,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,2689.0,345.26,,,,,,,,,1.6,1.54,1.21,1.93,,46.0,,76.0,,,,01 - Canada,32.29,34.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_370,286575,2025-02,IntlOthCons,401020102,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,4880.0,338.05,,,,,,,,,3.68,0.96,0.51,4.13,,24.0,,268.0,,,,02 - EMEA,56.83,17.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_371,279765,2025-02,IntlOthCons,401020103,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,9049.0,175.31,,,,,,,,,4.61,0.6,1.3,3.91,,49.0,,139.0,,,,03 - LATAM,117.45,21.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_372,146065,2025-02,IntlOthCons,401020104,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,3822.0,202.2,,,,,,,,,4.25,1.39,1.27,4.37,,47.0,,258.0,,,,04 - APAC,58.43,20.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_373,230025,2025-02,IntlOthCons,401020201,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,2943.0,487.91,,,,,,,,,1.56,0.41,0.87,1.1,,53.0,,120.0,,,,01 - Canada,54.04,45.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_374,566650,2025-02,IntlOthCons,401020202,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,5868.0,376.31,,,,,,,,,3.51,0.63,0.29,3.85,,24.0,,219.0,,,,02 - EMEA,54.56,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_375,311908,2025-02,IntlOthCons,401020203,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,7530.0,376.08,,,,,,,,,4.2,1.85,0.62,5.43,,50.0,,80.0,,,,03 - LATAM,108.05,41.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_376,762800,2025-02,IntlOthCons,401020204,04 - Unsecured-Installment,,02 - >620,XX - Current & 1-29 DPD,,8261.0,466.51,,,,,,,,,1.33,1.49,0.85,1.97,,53.0,,155.0,,,,04 - APAC,95.42,23.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_377,419907,2025-02,IntlOthCons,401030101,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,1301.0,320.9,,,,,,,,,2.38,0.13,0.56,1.95,,16.0,,333.0,,,,01 - Canada,60.28,33.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_378,332747,2025-02,IntlOthCons,401030102,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,5908.0,390.42,,,,,,,,,2.24,1.73,0.48,3.49,,30.0,,270.0,,,,02 - EMEA,37.96,15.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_379,956329,2025-02,IntlOthCons,401030103,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,7636.0,143.37,,,,,,,,,4.6,0.17,1.19,3.58,,33.0,,73.0,,,,03 - LATAM,112.97,30.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_380,239702,2025-02,IntlOthCons,401030104,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,8852.0,107.8,,,,,,,,,4.31,0.59,1.42,3.48,,57.0,,401.0,,,,04 - APAC,110.27,47.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_381,339741,2025-02,IntlOthCons,401030201,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,3856.0,76.56,,,,,,,,,3.39,0.86,1.25,3.0,,24.0,,373.0,,,,01 - Canada,118.71,16.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_382,244728,2025-02,IntlOthCons,401030202,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,6999.0,414.16,,,,,,,,,4.32,0.69,1.2,3.81,,37.0,,369.0,,,,02 - EMEA,72.65,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_383,174203,2025-02,IntlOthCons,401030203,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,6285.0,64.64,,,,,,,,,2.14,1.05,1.08,2.11,,45.0,,454.0,,,,03 - LATAM,114.98,20.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_384,707926,2025-02,IntlOthCons,401030204,04 - Unsecured-Installment,,,XX - Current & 1-29 DPD,,7383.0,351.55,,,,,,,,,4.28,0.26,0.95,3.59,,36.0,,146.0,,,,04 - APAC,60.34,17.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_385,446391,2025-02,IntlOthCons,402010101,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,1187.0,111.54,,,,,,,,,1.0,0.98,0.78,1.2,,65.0,,177.0,,,,01 - Canada,98.65,33.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_386,972743,2025-02,IntlOthCons,402010102,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,1761.0,435.02,,,,,,,,,4.06,1.53,0.5,5.09,,23.0,,362.0,,,,02 - EMEA,33.36,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_387,926339,2025-02,IntlOthCons,402010103,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,8671.0,59.56,,,,,,,,,3.79,1.95,0.8,4.94,,15.0,,206.0,,,,03 - LATAM,112.99,26.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_388,449594,2025-02,IntlOthCons,402010104,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,7488.0,267.93,,,,,,,,,1.53,1.11,0.65,1.99,,40.0,,381.0,,,,04 - APAC,54.2,13.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_389,516106,2025-02,IntlOthCons,402010201,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,4375.0,430.19,,,,,,,,,1.53,1.41,1.44,1.5,,69.0,,386.0,,,,01 - Canada,88.41,11.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_390,575448,2025-02,IntlOthCons,402010202,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,5080.0,269.43,,,,,,,,,3.22,0.83,0.47,3.58,,43.0,,98.0,,,,02 - EMEA,88.2,13.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_391,385525,2025-02,IntlOthCons,402010203,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,1304.0,197.43,,,,,,,,,3.15,1.03,1.48,2.7,,62.0,,403.0,,,,03 - LATAM,112.48,35.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_392,817242,2025-02,IntlOthCons,402010204,04 - Unsecured-Installment,,01 - <=620,02 - 30-59 DPD,,3710.0,399.63,,,,,,,,,4.25,1.3,0.86,4.69,,13.0,,185.0,,,,04 - APAC,41.22,30.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_393,384620,2025-02,IntlOthCons,402020101,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,3318.0,458.39,,,,,,,,,2.08,0.57,0.68,1.97,,37.0,,329.0,,,,01 - Canada,110.99,35.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_394,190672,2025-02,IntlOthCons,402020102,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,1391.0,469.62,,,,,,,,,4.88,0.36,1.37,3.87,,44.0,,379.0,,,,02 - EMEA,78.31,25.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_395,368296,2025-02,IntlOthCons,402020103,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,3566.0,321.26,,,,,,,,,3.7,0.84,1.17,3.37,,17.0,,202.0,,,,03 - LATAM,68.54,18.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_396,505850,2025-02,IntlOthCons,402020104,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,3852.0,283.4,,,,,,,,,3.63,1.12,1.16,3.59,,21.0,,215.0,,,,04 - APAC,76.99,31.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_397,163676,2025-02,IntlOthCons,402020201,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,9166.0,353.19,,,,,,,,,4.29,0.82,0.69,4.42,,42.0,,499.0,,,,01 - Canada,88.17,19.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_398,706819,2025-02,IntlOthCons,402020202,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,8147.0,367.61,,,,,,,,,3.69,0.34,0.7,3.33,,13.0,,482.0,,,,02 - EMEA,50.27,15.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_399,390907,2025-02,IntlOthCons,402020203,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,5187.0,471.93,,,,,,,,,4.27,1.66,1.14,4.79,,59.0,,387.0,,,,03 - LATAM,106.93,23.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_400,785621,2025-02,IntlOthCons,402020204,04 - Unsecured-Installment,,02 - >620,02 - 30-59 DPD,,3546.0,461.0,,,,,,,,,3.01,1.72,0.79,3.94,,50.0,,263.0,,,,04 - APAC,52.55,44.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_401,583314,2025-02,IntlOthCons,402030101,04 - Unsecured-Installment,,,02 - 30-59 DPD,,9957.0,491.72,,,,,,,,,1.2,1.37,1.1,1.47,,53.0,,58.0,,,,01 - Canada,50.88,5.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_402,800708,2025-02,IntlOthCons,402030102,04 - Unsecured-Installment,,,02 - 30-59 DPD,,5547.0,323.21,,,,,,,,,3.14,1.56,0.84,3.86,,28.0,,300.0,,,,02 - EMEA,107.04,30.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_403,448929,2025-02,IntlOthCons,402030103,04 - Unsecured-Installment,,,02 - 30-59 DPD,,8993.0,149.23,,,,,,,,,3.02,1.5,0.7,3.82,,51.0,,104.0,,,,03 - LATAM,34.34,17.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_404,321812,2025-02,IntlOthCons,402030104,04 - Unsecured-Installment,,,02 - 30-59 DPD,,3009.0,57.82,,,,,,,,,1.29,1.08,0.78,1.59,,30.0,,95.0,,,,04 - APAC,90.77,47.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_405,228156,2025-02,IntlOthCons,402030201,04 - Unsecured-Installment,,,02 - 30-59 DPD,,2067.0,285.59,,,,,,,,,0.78,1.62,1.35,1.05,,33.0,,250.0,,,,01 - Canada,97.86,48.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_406,155708,2025-02,IntlOthCons,402030202,04 - Unsecured-Installment,,,02 - 30-59 DPD,,8090.0,354.08,,,,,,,,,0.56,1.77,1.05,1.28,,50.0,,209.0,,,,02 - EMEA,52.05,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_407,792098,2025-02,IntlOthCons,402030203,04 - Unsecured-Installment,,,02 - 30-59 DPD,,4474.0,373.61,,,,,,,,,2.84,1.08,0.33,3.59,,67.0,,75.0,,,,03 - LATAM,64.42,16.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_408,243702,2025-02,IntlOthCons,402030204,04 - Unsecured-Installment,,,02 - 30-59 DPD,,2451.0,166.78,,,,,,,,,1.8,1.29,0.24,2.85,,49.0,,323.0,,,,04 - APAC,43.91,38.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_409,376476,2025-02,IntlOthCons,403010101,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,6520.0,319.14,,,,,,,,,2.89,1.17,1.44,2.62,,65.0,,154.0,,,,01 - Canada,78.95,7.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_410,192372,2025-02,IntlOthCons,403010102,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,1374.0,261.93,,,,,,,,,3.93,1.18,0.97,4.14,,31.0,,54.0,,,,02 - EMEA,38.98,22.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_411,512221,2025-02,IntlOthCons,403010103,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,3937.0,262.17,,,,,,,,,2.04,1.06,0.26,2.84,,27.0,,324.0,,,,03 - LATAM,95.21,49.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_412,999688,2025-02,IntlOthCons,403010104,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,9402.0,431.4,,,,,,,,,1.85,1.1,1.23,1.72,,52.0,,53.0,,,,04 - APAC,56.16,41.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_413,738833,2025-02,IntlOthCons,403010201,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,5157.0,142.66,,,,,,,,,4.6,1.19,0.24,5.55,,56.0,,59.0,,,,01 - Canada,93.25,42.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_414,702850,2025-02,IntlOthCons,403010202,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,6255.0,120.87,,,,,,,,,2.58,1.76,0.17,4.17,,64.0,,155.0,,,,02 - EMEA,69.34,28.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_415,772831,2025-02,IntlOthCons,403010203,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,1420.0,449.63,,,,,,,,,1.01,1.3,0.18,2.13,,65.0,,160.0,,,,03 - LATAM,99.03,38.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_416,672069,2025-02,IntlOthCons,403010204,04 - Unsecured-Installment,,01 - <=620,03 - 60-89 DPD,,5882.0,97.95,,,,,,,,,4.24,0.21,1.12,3.33,,12.0,,285.0,,,,04 - APAC,57.36,24.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_417,122462,2025-02,IntlOthCons,403020101,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,7325.0,332.63,,,,,,,,,2.37,1.15,1.26,2.26,,20.0,,137.0,,,,01 - Canada,71.75,46.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_418,946497,2025-02,IntlOthCons,403020102,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,2475.0,266.07,,,,,,,,,1.4,1.33,0.28,2.45,,66.0,,360.0,,,,02 - EMEA,49.41,12.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_419,522602,2025-02,IntlOthCons,403020103,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,4164.0,276.9,,,,,,,,,1.76,0.64,0.26,2.14,,22.0,,327.0,,,,03 - LATAM,102.52,21.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_420,459764,2025-02,IntlOthCons,403020104,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,6621.0,55.81,,,,,,,,,2.26,0.53,1.41,1.38,,70.0,,82.0,,,,04 - APAC,77.24,19.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_421,574751,2025-02,IntlOthCons,403020201,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,5970.0,87.46,,,,,,,,,2.77,0.39,1.36,1.8,,33.0,,306.0,,,,01 - Canada,82.69,26.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_422,596774,2025-02,IntlOthCons,403020202,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,9632.0,93.34,,,,,,,,,2.14,0.17,0.77,1.54,,22.0,,87.0,,,,02 - EMEA,99.72,11.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_423,867650,2025-02,IntlOthCons,403020203,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,9346.0,124.04,,,,,,,,,2.59,1.89,1.04,3.44,,59.0,,62.0,,,,03 - LATAM,59.99,18.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_424,195664,2025-02,IntlOthCons,403020204,04 - Unsecured-Installment,,02 - >620,03 - 60-89 DPD,,4394.0,270.84,,,,,,,,,2.63,1.04,0.87,2.8,,20.0,,497.0,,,,04 - APAC,118.14,45.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bank_425,803276,2025-02,IntlOthCons,403030101,04 - Unsecured-Installment,,,03 - 60-89 DPD,,8930.0,164.52,,,,,,,,,0.98,0.95,1.46,0.47,,16.0,,70.0,,,,01 - Canada,84.84,37.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
